Elapsed time (s),Therm 1 Temp (C),Therm 2 Temp (C),Battery Voltage (V),Payload Current (A),Sun Angle (degrees)
156.86,29.468,28.263,8.178,1.275,36
156.98,29.381,28.964,8.178,1.245,36
157.07,29.381,28.964,8.696,1.783,36
157.19,29.381,28.964,8.168,1.275,36
157.28,29.381,28.964,8.178,1.165,36
157.38,29.381,28.964,8.108,1.195,36
157.48,29.381,28.964,8.178,1.275,36
157.59,29.381,28.964,8.168,1.275,36
157.7,29.381,28.964,8.178,1.275,36
157.8,29.381,28.964,8.178,1.255,36
157.93,29.381,28.964,8.178,1.275,36
158.01,29.381,29.23,8.168,1.275,36
158.13,29.381,28.964,8.447,1.524,36
158.22,29.381,28.964,8.178,1.275,36
158.33,29.381,28.263,8.178,1.275,36
158.42,29.381,28.964,8.178,1.245,36
158.54,29.381,29.053,8.447,1.524,36
158.63,29.381,29.053,8.188,1.275,36
158.74,29.644,29.053,8.168,1.275,36
158.84,29.381,29.053,8.178,1.175,36
158.95,29.381,29.053,8.178,1.235,36
159.05,29.381,29.053,8.686,1.773,36
159.18,29.381,29.943,8.168,1.275,36
159.27,29.381,29.053,8.178,1.126,36
159.36,29.381,29.053,8.178,1.414,36
159.48,29.381,29.053,8.178,1.245,36
159.57,29.381,29.053,8.178,1.285,36
159.69,29.381,29.053,8.168,1.255,36
159.78,29.381,29.943,8.178,1.275,36
159.89,29.381,29.053,8.168,1.076,36
159.99,29.468,29.318,8.178,1.275,36
160.12,29.381,29.053,8.178,1.165,36
160.2,29.381,29.141,8.178,1.275,36
160.32,29.909,29.141,8.168,1.275,36
160.41,29.381,29.141,8.278,1.365,36
160.51,29.381,29.141,8.178,1.275,36
160.63,30.265,29.141,8.178,1.275,36
160.74,29.381,29.141,8.168,1.275,36
160.83,29.381,29.053,8.178,1.275,36
160.93,29.381,28.35,8.178,1.275,36
161.06,29.468,29.141,8.178,1.086,36
161.14,29.381,29.674,8.178,1.285,36
161.27,29.381,29.141,8.178,1.106,36
161.36,29.381,29.141,8.178,1.275,36
161.46,28.77,29.141,8.168,1.116,36
161.57,29.381,29.141,8.178,1.275,36
161.67,29.381,28.438,8.178,1.275,36
161.76,29.468,29.141,8.198,1.285,36
161.88,29.468,29.141,8.178,1.285,36
161.99,28.77,29.141,8.178,1.126,36
162.08,29.468,29.141,8.198,1.275,36
162.21,29.468,29.141,8.188,1.275,36
162.29,29.468,28.263,8.168,1.275,36
162.42,29.468,29.141,8.178,1.245,36
162.5,29.468,29.141,8.706,1.793,36
162.63,29.468,29.23,8.178,1.275,36
162.71,29.909,29.141,8.178,1.285,36
162.84,29.468,29.141,8.188,1.285,36
162.92,29.468,29.23,8.178,1.056,36
163.04,29.468,30.033,8.178,1.275,36
163.13,28.683,28.438,8.178,1.275,36
163.24,29.468,29.23,8.686,1.773,36
163.33,29.468,29.23,8.178,1.275,36
163.46,29.468,29.23,8.168,1.275,36
163.55,29.468,29.318,8.178,1.275,36
163.65,29.468,29.23,8.178,1.245,36
163.78,29.468,29.318,8.118,1.205,36
163.86,29.468,29.23,8.168,1.275,36
163.98,29.909,29.23,8.178,1.096,36
164.07,29.468,29.23,8.188,1.275,36
164.23,30.265,29.23,8.178,1.275,36
164.38,29.468,29.23,8.178,1.285,36
164.48,29.468,29.23,8.178,1.275,36
164.58,29.468,29.23,8.178,1.404,36
164.7,29.468,29.23,8.188,1.285,36
164.78,29.031,28.525,8.178,1.275,36
164.87,29.468,29.318,8.178,1.205,36
164.94,29.468,29.318,8.447,1.524,36
165.01,29.468,29.318,8.168,1.275,36
165.12,29.381,29.318,8.178,1.096,36
165.23,29.468,29.318,8.188,1.275,36
165.33,30.354,29.318,8.178,1.275,36
165.42,29.468,29.23,8.168,1.275,36
165.55,29.468,29.318,8.178,1.275,36
165.64,29.468,29.496,8.178,1.096,36
165.74,29.468,29.318,8.178,1.275,36
165.84,28.77,29.318,8.178,1.285,36
165.96,29.468,29.318,8.178,1.275,36
166.05,29.468,29.318,8.178,1.255,36
166.16,29.468,29.318,8.178,1.275,36
166.27,29.031,28.613,8.178,1.285,36
166.37,29.468,29.318,8.198,1.285,36
166.48,29.468,29.318,8.178,1.275,36
166.58,29.468,29.318,8.686,1.773,36
166.7,28.77,29.585,8.178,1.165,36
166.8,29.468,29.318,8.178,1.275,36
166.9,29.468,29.318,8.178,1.265,36
166.99,29.468,29.318,8.178,1.086,36
167.11,29.468,29.318,8.188,1.285,36
167.21,29.468,29.318,8.178,1.245,36
167.31,29.468,29.318,8.178,1.275,36
167.44,29.468,29.318,8.178,1.285,36
167.53,28.77,29.407,8.178,1.165,36
167.65,29.468,29.407,8.178,1.275,36
167.73,29.468,29.318,8.686,1.773,36
167.85,29.381,29.318,8.178,1.285,36
167.94,29.468,30.303,8.178,1.275,36
168.06,29.468,29.407,8.278,1.355,36
168.15,29.468,29.407,8.178,1.275,36
168.26,29.468,29.407,8.168,1.275,36
168.37,29.733,29.407,8.178,1.126,36
168.48,29.468,29.407,8.188,1.275,36
168.57,29.468,29.407,8.178,1.165,36
168.67,29.468,30.303,8.168,1.275,36
168.8,29.468,29.407,8.278,1.365,36
168.88,29.468,29.407,8.178,1.275,36
169.01,29.468,29.407,8.178,1.275,36
169.09,29.468,29.407,8.178,1.285,36
169.2,30.354,29.407,8.178,1.275,36
169.31,29.468,29.407,8.138,1.225,36
169.41,29.468,28.7,8.168,1.265,36
169.52,29.468,29.407,8.188,1.285,36
169.61,29.468,29.407,8.178,1.255,36
169.74,29.468,29.407,8.178,1.275,36
169.83,29.468,29.407,8.168,1.275,36
169.93,29.468,29.407,8.178,1.255,36
170.03,29.644,30.303,8.178,1.275,36
170.14,29.468,29.407,8.357,1.444,36
170.24,28.77,29.407,8.168,1.275,36
170.35,29.468,30.303,8.178,1.275,36
170.46,29.468,29.407,8.417,1.504,36
170.56,29.381,29.496,8.178,1.175,36
170.67,29.468,29.496,8.168,1.275,36
170.77,29.468,29.496,8.178,1.265,36
170.89,29.468,29.496,8.178,1.255,36
170.98,29.468,29.496,8.178,1.275,36
171.1,29.468,29.496,8.168,1.275,36
171.18,29.468,29.496,8.447,1.534,36
171.31,29.468,29.407,8.178,1.275,36
171.4,29.468,29.496,8.178,1.275,36
171.5,29.468,29.496,8.178,1.285,36
171.62,29.556,28.7,8.178,1.275,36
171.71,29.468,29.407,8.417,1.504,36
171.83,28.597,29.496,8.178,1.106,36
171.92,29.468,30.393,8.178,1.285,36
172.04,29.468,29.496,8.178,1.275,36
172.13,29.468,29.496,8.178,1.265,36
172.24,30.354,29.407,8.178,1.275,36
172.35,29.468,29.496,8.188,1.275,36
172.44,29.468,29.496,8.198,1.285,36
172.56,29.468,29.141,8.178,1.275,36
172.65,29.468,29.496,8.168,1.265,36
172.76,29.468,29.496,8.019,1.106,36
172.86,29.381,29.764,8.178,1.126,36
172.97,29.468,29.496,8.178,1.275,36
173.07,29.468,29.496,8.178,1.285,36
173.19,29.468,29.496,8.686,1.773,36
173.29,29.468,29.496,8.178,1.265,36
173.4,29.468,29.496,8.178,1.255,36
173.5,29.468,29.496,8.168,1.275,36
173.59,29.468,29.585,8.417,1.504,36
173.7,29.031,28.788,8.178,1.275,36
173.8,29.468,29.496,8.178,1.275,36
173.92,29.468,29.585,8.178,1.285,36
174.03,29.556,29.496,8.178,1.414,36
174.12,29.468,29.496,8.178,1.275,36
174.23,29.468,29.585,8.218,1.305,36
174.33,29.031,29.318,8.178,1.285,36
174.46,29.556,29.496,8.188,1.285,36
174.54,29.556,29.585,8.447,1.534,36
174.65,29.468,29.585,8.178,1.175,36
174.76,29.556,29.585,8.178,1.285,36
174.86,29.556,29.585,8.019,1.106,36
174.95,29.556,28.788,8.178,1.096,36
175.07,29.556,29.585,8.178,1.275,36
175.19,29.556,29.585,8.178,1.285,36
175.28,29.644,29.585,8.178,1.126,36
175.4,29.556,29.585,8.178,1.275,36
175.49,29.556,29.585,8.447,1.524,36
175.61,30.354,28.613,8.178,1.275,36
175.69,29.556,29.585,8.188,1.275,36
175.82,29.556,29.585,8.178,1.165,36
175.9,29.556,29.674,8.178,1.275,36
176.03,29.556,29.585,8.118,1.205,36
176.14,30.354,29.585,8.178,1.275,36
176.22,29.556,29.585,8.417,1.504,36
176.34,29.031,28.788,8.178,1.285,36
176.43,29.556,29.585,8.188,1.285,36
176.55,29.556,29.585,8.198,1.275,36
176.63,30.354,29.585,8.178,1.275,36
176.75,29.556,29.585,8.178,1.285,36
176.84,29.556,29.585,8.178,1.245,36
176.95,29.556,29.585,8.178,1.275,36
177.05,29.556,29.585,8.696,1.783,36
177.16,29.909,29.585,8.178,1.285,36
177.28,29.556,29.585,8.178,1.275,36
177.37,29.556,29.585,8.606,1.693,36
177.48,28.857,29.585,8.178,1.126,36
177.58,29.556,29.585,8.178,1.285,36
177.69,29.556,29.585,8.417,1.514,36
177.78,29.556,29.585,8.178,1.165,36
177.91,29.556,29.585,8.188,1.285,36
178,29.556,29.674,8.178,1.285,36
178.1,29.556,28.613,8.178,1.275,36
178.23,29.556,29.674,8.228,1.315,36
178.32,29.031,28.876,8.178,1.275,36
178.44,29.556,29.674,8.178,1.275,36
178.52,29.556,29.674,8.178,1.404,36
178.65,29.556,29.585,8.706,1.793,36
178.73,29.556,29.674,8.178,1.285,36
178.84,29.031,28.788,8.178,1.275,36
178.93,29.556,29.674,8.178,1.255,36
179.05,29.556,29.585,8.188,1.275,36
179.16,29.556,29.585,8.178,1.285,36
179.26,29.556,29.585,8.178,1.424,36
179.35,29.556,29.674,8.188,1.275,36
179.47,29.556,29.674,8.178,1.275,36
179.56,29.556,29.585,8.178,1.285,36
179.67,29.556,29.674,8.188,1.275,36
179.8,29.556,29.674,8.178,1.275,36
179.88,28.857,30.033,8.178,1.275,36
180.01,29.556,29.674,8.696,1.783,36
180.14,29.556,29.674,8.178,1.255,36
180.3,29.556,29.585,8.178,1.275,36
180.44,29.556,29.585,8.178,1.285,36
180.58,29.556,29.674,8.178,1.275,36
180.72,29.556,29.674,8.188,1.285,36
180.87,30.354,29.674,8.178,1.275,36
180.98,29.556,28.876,8.178,1.285,36
181.09,29.556,29.674,8.178,1.245,36
181.22,29.556,29.674,8.447,1.534,36
181.36,29.556,29.674,8.188,1.285,36
181.48,29.556,30.393,8.178,1.285,36
181.63,30.443,30.393,8.188,1.285,36
181.78,29.556,30.393,8.178,1.275,36
181.91,29.556,28.876,8.168,1.165,36
182.05,29.556,29.674,8.168,1.275,43.2
182.19,29.556,29.674,8.178,1.275,43.2
182.31,29.556,29.674,8.178,1.275,43.2
182.44,29.556,29.674,8.178,1.275,43.2
182.56,29.556,28.876,8.178,1.285,43.2
182.68,29.556,28.876,8.178,1.255,43.2
182.83,29.556,29.674,8.178,1.275,43.2
182.97,29.556,29.674,8.407,1.464,36
183.11,29.556,29.674,8.188,1.255,36
183.22,28.857,29.764,8.188,1.116,28.8
183.38,29.556,29.674,8.198,1.255,21.6
183.5,29.556,29.674,8.646,1.693,14.4
183.65,30.354,29.407,8.198,1.255,7.2
183.75,29.556,29.674,8.606,1.654,0
183.84,29.556,29.674,8.188,1.255,0
183.96,29.556,29.674,8.188,1.255,0
184.05,28.857,29.764,8.188,1.116,0
184.17,29.556,29.674,8.198,1.255,0
184.27,29.556,29.674,8.188,1.265,0
184.5,28.944,29.943,8.198,1.116,0
184.59,29.556,29.674,8.188,1.444,-7.2
184.72,29.556,29.674,8.188,1.106,-7.2
184.82,29.556,29.674,8.188,1.255,-7.2
185.04,29.556,29.674,8.198,1.255,-7.2
185.39,29.556,29.674,8.437,1.494,-14.4
185.61,29.556,28.876,8.178,1.255,0
185.83,29.556,29.674,8.178,1.285,7.2
186.05,29.556,29.674,8.178,1.275,14.4
186.15,29.556,29.764,8.178,1.285,21.6
186.38,29.556,29.764,8.168,1.275,21.6
186.62,29.556,29.764,8.188,1.265,14.4
186.71,29.556,29.764,8.178,1.235,7.2
186.82,29.556,29.764,8.198,1.255,7.2
186.91,29.556,29.764,8.198,1.255,7.2
187.14,29.556,29.764,8.188,1.255,7.2
187.23,29.644,28.964,8.188,1.255,0
187.47,29.556,30.574,8.198,1.255,0
187.7,29.556,29.764,8.178,1.275,7.2
187.92,29.556,29.764,8.178,1.275,14.4
188.02,30.354,29.764,8.178,1.275,21.6
188.13,29.556,29.853,8.686,1.773,21.6
188.36,29.556,29.853,8.178,1.275,21.6
188.58,29.556,29.853,8.188,1.255,14.4
188.8,29.556,29.853,8.198,1.265,7.2
189.03,29.556,29.853,8.198,1.255,0
189.25,29.556,29.853,8.198,1.255,-7.2
189.38,29.644,30.665,8.188,1.255,-14.4
189.72,29.556,29.853,8.656,1.703,-14.4
189.94,29.468,29.053,8.168,1.275,0
190.16,30.354,29.764,8.178,1.275,7.2
190.27,29.556,29.853,8.178,1.275,14.4
190.48,29.556,29.853,8.178,1.096,14.4
190.61,29.556,29.853,8.178,1.165,21.6
190.69,29.556,29.853,8.168,1.275,21.6
190.81,29.556,29.853,8.178,1.275,21.6
190.9,28.77,30.122,8.178,1.275,21.6
191.02,29.556,29.853,8.178,1.255,21.6
191.11,29.556,29.853,8.168,1.275,21.6
191.22,28.857,29.853,8.178,1.096,21.6
191.33,29.556,29.853,8.686,1.773,21.6
191.42,29.556,29.853,8.178,1.275,21.6
191.52,29.556,30.393,8.178,1.285,21.6
191.63,29.644,30.847,8.178,1.275,21.6
191.74,29.556,29.853,8.178,1.275,21.6
191.84,29.556,29.853,8.168,1.275,21.6
191.93,29.556,29.853,8.178,1.265,21.6
192.06,29.556,29.853,8.178,1.265,21.6
192.16,29.556,29.853,8.178,1.275,21.6
192.25,29.556,29.853,8.168,1.275,21.6
192.36,29.556,29.853,8.188,1.275,21.6
192.46,29.556,29.853,8.038,1.136,21.6
192.58,29.556,29.853,8.447,1.534,21.6
192.69,29.556,29.853,8.447,1.534,21.6
192.78,29.556,29.853,8.178,1.205,21.6
192.87,29.556,29.853,8.178,1.255,21.6
192.99,29.556,28.964,8.168,1.275,21.6
193.09,30.443,30.847,8.188,1.285,21.6
193.2,29.556,30.033,8.178,1.275,21.6
193.29,29.556,29.943,8.178,1.275,21.6
193.41,29.556,29.943,8.178,1.285,21.6
193.5,29.644,31.121,8.178,1.275,21.6
193.63,29.556,29.943,8.178,1.275,21.6
193.71,30.354,29.853,8.168,1.265,21.6
193.82,29.644,30.033,8.178,1.275,21.6
193.91,29.644,30.847,8.178,1.275,21.6
194.03,29.381,29.943,8.178,1.275,21.6
194.12,29.556,29.943,8.168,1.275,21.6
194.25,29.556,29.943,8.178,1.245,21.6
194.34,29.556,29.943,8.447,1.534,21.6
194.44,29.556,29.943,8.188,1.275,21.6
194.56,29.556,29.943,8.178,1.285,21.6
194.65,29.644,30.938,8.178,1.275,21.6
194.77,29.556,29.943,8.178,1.275,21.6
194.97,29.556,29.943,8.168,1.155,21.6
195.09,29.556,29.943,8.188,1.265,14.4
195.31,29.556,29.943,8.198,1.255,14.4
195.53,29.556,28.964,8.188,1.255,7.2
195.76,29.556,29.943,8.188,1.235,0
195.98,29.556,29.943,8.198,1.255,-7.2
196.21,29.556,29.943,8.188,1.235,-14.4
196.43,29.031,30.122,8.188,1.255,-21.6
197.14,29.556,30.393,8.168,1.275,-14.4
197.37,29.556,30.033,8.417,1.514,0
197.6,29.556,30.033,8.188,1.116,-7.2
197.82,29.556,30.033,8.656,1.703,-14.4
198.04,29.556,30.033,8.198,1.235,-21.6
198.29,29.556,30.033,8.656,1.703,-28.8
198.86,29.556,30.033,8.198,1.265,-36
199.08,29.556,29.23,8.178,1.275,0
199.2,29.556,30.033,8.168,1.265,7.2
199.3,29.556,30.033,8.178,1.275,7.2
199.51,29.644,31.03,8.178,1.275,7.2
199.74,29.556,30.033,8.198,1.255,0
199.96,29.556,30.033,8.447,1.494,-7.2
200.07,29.556,30.393,8.178,1.275,0
200.17,29.293,30.122,8.178,1.275,0
200.39,29.556,30.393,8.178,1.275,0
200.49,29.556,30.122,8.706,1.793,7.2
200.6,29.556,30.122,8.178,1.434,7.2
200.71,29.556,30.122,8.168,1.275,7.2
200.81,29.556,30.122,8.198,1.285,7.2
200.9,29.556,30.122,8.178,1.096,7.2
201,29.556,29.23,8.168,1.275,7.2
201.13,29.556,31.03,8.178,1.285,7.2
201.21,29.556,30.122,8.178,1.275,7.2
201.3,30.354,30.122,8.168,1.275,7.2
201.42,29.556,30.122,8.178,1.275,7.2
201.53,29.556,30.122,8.417,1.504,7.2
201.62,29.556,30.122,8.168,1.275,7.2
201.72,29.556,30.122,8.178,1.275,7.2
201.81,29.556,28.964,8.178,1.255,7.2
201.93,29.031,29.318,8.168,1.275,7.2
202.02,29.556,30.122,8.178,1.275,7.2
202.15,29.556,30.122,8.696,1.783,7.2
202.23,29.556,30.122,8.168,1.275,7.2
202.33,29.556,30.122,8.178,1.265,7.2
202.45,29.556,30.122,8.178,1.424,7.2
202.54,29.556,30.122,8.168,1.275,7.2
202.63,30.087,30.122,8.178,1.275,7.2
202.74,29.556,30.122,8.178,1.275,7.2
202.86,29.556,30.212,8.168,1.265,7.2
202.95,29.556,30.122,8.696,1.783,7.2
203.05,29.556,30.212,8.447,1.534,7.2
203.14,29.556,30.212,8.168,1.116,7.2
203.27,29.644,30.212,8.178,1.096,7.2
203.35,29.556,30.122,8.178,1.275,7.2
203.46,28.857,30.122,8.168,1.265,7.2
203.55,29.644,31.397,8.178,1.275,7.2
203.67,29.644,29.318,8.178,1.275,7.2
203.77,29.644,30.212,8.178,1.285,7.2
203.86,29.556,30.212,8.178,1.255,7.2
203.96,29.644,30.122,8.178,1.255,7.2
204.09,29.031,30.212,8.178,1.275,7.2
204.17,29.556,29.318,8.178,1.275,7.2
204.29,29.556,29.318,8.178,1.285,7.2
204.38,29.644,30.212,8.178,1.285,7.2
204.47,29.556,29.318,8.178,1.285,7.2
204.58,29.644,30.212,8.178,1.275,7.2
204.68,29.644,30.212,8.188,1.285,7.2
204.8,29.644,30.212,8.278,1.365,7.2
204.89,29.644,30.212,8.178,1.285,7.2
204.98,29.644,30.212,8.178,1.126,7.2
205.09,29.031,29.407,8.178,1.285,7.2
205.19,30.354,30.212,8.178,1.275,7.2
205.28,29.644,30.212,8.178,1.165,7.2
205.52,29.644,30.212,8.178,1.285,7.2
205.62,29.644,30.212,8.606,1.693,14.4
205.85,29.644,30.303,8.278,1.365,14.4
205.94,29.644,30.303,8.178,1.275,21.6
206.18,29.644,29.318,8.168,1.275,21.6
206.41,29.644,30.303,8.168,1.275,28.8
206.5,29.644,30.303,8.178,1.106,36
206.59,29.644,30.303,8.178,1.275,36
206.72,29.644,30.303,8.168,1.275,36
206.81,29.644,30.303,8.656,1.743,36
206.93,29.644,30.303,8.417,1.504,36
207.02,29.644,30.303,8.198,1.275,36
207.12,29.644,30.303,8.168,1.275,36
207.22,29.644,30.303,8.178,1.275,36
207.31,29.644,29.496,8.178,1.126,36
207.43,29.644,30.393,8.168,1.275,36
207.52,29.644,30.393,8.606,1.693,36
207.63,29.644,30.393,8.417,1.504,36
207.73,29.644,30.393,8.417,1.504,36
207.84,29.644,30.393,8.178,1.285,36
207.94,29.644,30.393,8.188,1.275,36
208.05,29.644,30.393,8.417,1.504,36
208.18,29.644,30.393,8.168,1.255,36
208.26,29.644,30.393,8.188,1.275,36
208.39,29.644,30.393,8.417,1.504,36
208.47,29.644,30.393,8.198,1.285,36
208.58,29.644,30.393,8.168,1.275,36
208.67,29.644,30.393,8.178,1.165,36
208.79,29.644,30.756,8.178,1.275,36
208.88,29.644,30.393,8.178,1.275,36
209,29.031,30.665,8.178,1.275,36
209.1,30.443,31.397,8.178,1.275,36
209.2,29.644,30.393,8.178,1.275,36
209.3,29.644,30.393,8.168,1.275,36
209.42,29.644,30.393,8.417,1.504,36
209.51,29.644,30.393,8.178,1.444,36
209.63,29.644,30.393,8.178,1.126,36
209.72,30.354,30.122,8.178,1.285,36
209.84,29.644,30.393,8.188,1.275,36
209.93,29.644,30.393,8.417,1.504,36
210.05,29.644,30.393,8.168,1.255,36
210.13,29.644,30.393,8.178,1.255,36
210.22,29.644,30.393,8.278,1.365,36
210.45,29.644,30.393,8.278,1.365,36
210.68,29.644,29.585,8.198,1.265,28.8
210.9,29.644,30.393,8.178,1.235,21.6
211.12,30.265,29.318,8.198,1.255,14.4
211.34,29.644,30.393,8.208,1.255,7.2
212.18,29.644,30.393,8.198,1.195,0
212.4,29.644,30.393,8.417,1.504,0
212.63,29.644,30.393,8.198,1.255,-7.2
212.85,29.644,30.393,8.198,1.126,-14.4
213.08,29.644,30.393,8.198,1.255,-21.6
213.3,29.644,30.393,8.188,1.165,-28.8
213.52,29.644,30.393,8.198,1.255,-36
213.74,29.644,30.393,8.198,1.255,-43.2
213.96,29.644,30.393,8.188,1.255,-50.4
214.21,30.354,30.303,8.198,1.255,-57.6
214.44,29.644,30.393,8.188,1.265,-64.8
214.79,29.644,30.393,8.188,1.255,-72
215.01,29.644,30.393,8.178,1.275,0
215.1,29.644,30.393,8.188,1.255,-7.2
215.22,28.944,29.585,8.198,1.116,-7.2
215.31,29.644,30.393,8.208,1.265,-7.2
215.43,29.644,30.393,8.278,1.325,-7.2
215.52,29.644,30.393,8.188,1.255,-7.2
215.65,29.644,30.393,8.188,1.255,-7.2
215.73,29.644,30.393,8.188,1.136,-7.2
215.84,29.031,29.585,8.188,1.255,-7.2
215.95,29.644,30.393,8.198,1.255,-7.2
216.04,29.644,30.393,8.009,1.066,-7.2
216.14,29.644,30.393,8.188,1.175,-7.2
216.27,29.644,30.393,8.188,1.255,-7.2
216.35,29.644,31.305,8.198,1.255,-7.2
216.46,29.644,30.393,8.646,1.703,-7.2
216.57,29.644,30.393,8.278,1.335,-7.2
216.78,29.644,30.393,8.437,1.484,-7.2
217.02,30.354,30.303,8.198,1.255,-14.4
217.11,29.644,30.393,8.118,1.106,-21.6
217.23,29.644,30.484,7.979,1.136,-21.6
217.45,29.644,30.484,8.068,1.066,-21.6
217.55,29.644,31.859,8.118,1.126,-28.8
217.66,29.644,30.484,8.148,0.528,-28.8
217.79,29.644,30.484,8.218,1.076,-28.8
217.87,29.644,30.484,8.317,0.677,-28.8
217.98,29.644,30.484,8.397,1.046,-28.8
218.09,29.733,30.484,8.497,1.056,-28.8
218.22,29.644,30.484,8.477,1.026,-28.8
218.31,29.733,30.574,8.586,0.946,-28.8
218.43,29.733,30.574,8.716,0.996,-28.8
218.52,29.733,30.574,8.776,0.667,-28.8
218.64,29.733,32.046,8.786,0.986,-28.8
218.73,29.733,30.574,9.682,1.833,-28.8
218.86,29.733,30.574,8.835,0.976,-28.8
218.95,29.733,30.574,8.825,0.976,-28.8
219.07,29.733,30.574,8.835,0.986,-28.8
219.18,30.892,30.574,8.825,0.976,-28.8
219.29,29.733,30.574,9.563,1.713,-28.8
219.39,29.733,30.574,8.815,0.976,-28.8
219.48,29.733,30.574,8.815,0.976,-28.8
219.61,29.733,30.574,8.796,0.996,-28.8
219.71,29.733,30.574,9.244,1.514,-28.8
219.84,29.733,30.574,9.722,2.002,-28.8
219.92,29.733,30.574,9.722,2.002,-28.8
220.04,29.733,30.574,8.686,1.016,-28.8
220.14,29.733,31.859,8.626,0.996,-28.8
220.23,29.556,30.574,8.596,1.006,-28.8
220.36,29.733,30.574,8.527,0.309,-28.8
220.47,29.733,30.574,8.397,1.026,-28.8
220.56,30.354,30.574,8.327,1.066,-28.8
220.67,31.618,31.03,8.218,1.066,-28.8
220.78,28.337,28.964,8.128,1.086,-28.8
220.87,29.733,30.574,8.078,1.106,-28.8
221,29.733,30.574,8.058,1.136,-28.8
221.1,29.733,30.574,8.925,2.042,-28.8
221.2,29.733,30.574,8.855,2.012,-28.8
221.3,29.733,30.574,7.979,1.155,-28.8
221.4,29.733,31.121,7.979,1.175,-28.8
221.52,29.733,30.574,7.959,1.165,-28.8
221.61,29.733,30.574,8.278,1.514,-28.8
221.73,29.733,30.574,8.347,1.584,-28.8
221.85,30.354,30.484,7.949,1.185,-28.8
221.93,29.733,30.574,7.939,1.175,-28.8
222.05,29.733,30.574,7.949,1.195,-28.8
222.14,29.733,30.574,8.347,1.584,-28.8
222.25,29.733,30.574,7.959,1.195,-28.8
222.36,29.733,30.574,7.929,1.165,-28.8
222.46,29.998,30.574,7.939,1.175,-28.8
222.58,29.733,30.665,7.939,1.175,-28.8
222.67,29.733,30.574,7.959,0.757,-28.8
222.79,29.733,30.574,7.959,1.195,-28.8
222.88,29.733,30.756,7.919,1.185,-28.8
223,29.733,30.574,8.009,1.215,-28.8
223.1,29.733,30.574,8.198,1.255,-28.8
223.21,29.998,30.574,8.317,1.285,-28.8
223.3,29.733,30.574,8.317,1.285,-28.8
223.4,29.733,30.665,8.317,1.155,-28.8
223.51,29.733,30.665,8.317,1.275,-28.8
223.64,29.733,30.665,8.307,1.275,-28.8
223.72,29.733,30.665,8.317,1.265,-28.8
223.85,29.733,30.665,8.626,1.574,-28.8
223.96,29.733,30.665,8.317,1.275,-28.8
224.04,30.354,30.484,8.317,1.285,-28.8
224.15,29.733,30.665,8.327,1.285,-28.8
224.26,30.354,30.665,8.327,1.285,-28.8
224.36,29.733,30.665,8.327,1.285,-28.8
224.47,29.733,30.665,8.327,1.285,-28.8
224.58,29.733,30.665,8.307,1.285,-28.8
224.68,29.733,30.484,8.317,1.285,-28.8
224.79,29.733,30.665,8.307,1.265,-28.8
224.89,29.733,30.665,8.268,1.215,-28.8
225.01,29.733,30.665,8.208,1.265,-28.8
225.13,29.733,31.581,8.218,1.265,-28.8
225.21,30.265,30.665,8.208,1.255,-28.8
225.33,29.733,30.665,8.208,1.155,-28.8
225.42,29.733,30.665,8.208,1.136,-28.8
225.54,29.733,30.665,8.208,1.195,-28.8
225.64,29.733,30.665,8.208,1.275,-28.8
225.73,29.733,30.665,8.357,1.395,-28.8
225.85,29.733,30.665,8.268,1.315,-28.8
225.94,30.354,30.484,8.198,1.265,-28.8
226.06,30.354,30.484,8.208,1.255,-28.8
226.17,29.733,30.665,8.208,1.265,-28.8
226.26,29.031,30.665,8.208,1.265,-28.8
226.38,29.733,30.665,8.198,1.265,-28.8
226.5,29.733,30.665,8.208,1.265,-28.8
226.58,29.733,30.665,8.198,1.126,-28.8
226.71,29.733,30.665,8.218,1.265,-28.8
226.8,30.176,30.665,8.208,1.265,-28.8
226.91,29.733,30.665,8.198,1.265,-28.8
227.01,29.733,30.665,8.208,1.255,-28.8
227.13,30.354,30.574,8.208,1.265,-28.8
227.24,29.733,30.665,8.198,1.255,-28.8
227.33,29.733,30.665,8.198,1.265,-28.8
227.43,30.265,30.665,8.198,1.255,-28.8
227.55,29.733,30.665,8.048,1.096,-28.8
227.65,29.733,30.665,8.208,1.255,-28.8
227.75,29.733,30.665,8.198,1.245,-28.8
227.86,29.733,30.665,8.208,1.255,-28.8
227.96,29.733,30.665,8.208,1.255,-28.8
228.07,29.733,30.665,8.208,1.265,-28.8
228.18,28.944,30.665,8.208,1.265,-28.8
228.41,28.944,29.853,8.198,1.265,-28.8
228.5,29.733,30.756,8.208,1.265,-36
228.61,29.733,30.665,8.198,1.195,-36
228.84,29.733,30.665,8.278,1.325,-36
229.08,29.733,30.665,8.188,1.285,-28.8
229.17,29.733,30.665,8.198,1.275,-21.6
229.29,29.733,30.665,8.178,1.285,-21.6
229.38,29.733,30.665,8.178,1.255,-21.6
229.6,29.733,30.665,8.417,1.504,-21.6
230.22,29.031,31.121,8.188,1.285,-14.4
230.42,29.733,30.665,8.178,1.265,0
230.65,29.733,30.665,8.188,1.275,0
231.01,29.733,30.756,8.198,1.265,-7.2
231.21,29.733,30.756,8.178,1.395,0
231.42,29.733,30.756,8.407,1.454,-7.2
231.78,29.733,30.756,8.198,1.265,-14.4
232.11,29.733,30.756,8.178,1.096,0
