Elapsed time (s),Therm 1 Temp (C),Therm 2 Temp (C),Battery Voltage (V),Payload Current (A),Sun Angle (degrees)
1687,37.544,38.749,8.467,1.016,21.6
1687.2,37.544,38.749,8.178,1.285,21.6
1687.3,36.416,37.471,8.676,1.564,21.6
1687.4,37.544,38.749,8.905,1.604,21.6
1687.5,37.649,38.749,8.158,1.275,21.6
1687.6,37.544,38.857,8.228,1.295,21.6
1687.7,37.544,38.749,8.307,1.116,21.6
1687.9,37.544,38.749,8.258,1.325,21.6
1688.1,37.544,38.857,8.148,1.265,28.8
1688.3,36.114,37.262,9.074,1.853,36
1688.6,37.649,38.749,8.158,1.146,43.2
1688.7,37.544,38.857,8.606,0.149,50.4
1688.8,37.649,38.857,8.706,1.036,50.4
1689,38.811,38.857,8.158,1.275,50.4
1689.2,37.649,38.857,8.218,1.305,57.6
1689.3,37.544,38.857,8.168,1.275,64.8
1689.4,37.544,38.966,8.327,0.578,64.8
1689.5,39.026,38.857,8.188,1.295,64.8
1689.7,37.857,37.893,8.307,1.375,64.8
1689.8,37.544,39.075,8.258,1.275,64.8
1689.8,37.544,39.623,8.606,1.713,64.8
1690,37.234,38.857,8.148,1.285,64.8
1690.1,37.649,37.367,8.287,1.215,64.8
1690.3,38.173,38.966,8.188,1.265,64.8
1690.4,37.649,39.956,8.178,1.295,57.6
1690.5,37.649,38.857,8.168,1.235,57.6
1690.7,36.518,38.749,8.178,1.225,57.6
1690.8,38.597,38.749,8.218,1.295,64.8
1690.9,37.649,38.749,8.855,1.594,64.8
1691.1,37.649,38.749,8.965,1.634,64.8
1691.4,37.649,37.682,8.148,1.275,72
1691.5,37.649,38.749,8.188,1.255,64.8
1691.6,37.649,38.749,8.178,1.245,64.8
1691.7,37.131,38.749,8.178,1.165,64.8
1691.8,37.649,38.749,8.178,1.245,64.8
1691.9,37.649,38.641,8.786,0.369,64.8
1692,39.242,38.749,8.188,1.255,64.8
1692.1,37.649,38.319,8.706,0.508,64.8
1692.2,37.649,38.749,8.178,1.255,64.8
1692.3,37.649,38.749,8.337,1.395,64.8
1692.4,37.649,38.641,8.168,1.255,64.8
1692.5,37.337,38.641,8.178,1.165,64.8
1692.7,37.649,38.641,8.178,1.245,64.8
1693,37.753,38.641,8.746,0.04,57.6
1693.2,37.649,38.641,8.278,1.345,50.4
1693.4,37.649,38.641,8.168,1.255,43.2
1693.6,37.649,38.533,8.258,1.315,36
1693.7,37.649,38.533,8.178,1.245,28.8
1693.9,37.649,38.533,8.168,1.285,28.8
1694.2,37.441,38.533,8.168,1.146,21.6
1694.3,37.649,39.075,8.148,0.568,28.8
1694.4,36.925,38.533,8.537,1.654,28.8
1694.6,37.649,38.641,9.154,1.992,28.8
1694.8,37.649,38.641,8.268,0.757,36
1695,38.491,38.641,8.895,1.594,43.2
1695.3,37.649,38.641,8.148,0.349,50.4
1695.5,37.857,40.63,8.198,1.305,57.6
1695.8,37.337,38.641,8.546,1.703,64.8
1696,37.649,38.641,8.407,0.448,0
1696.3,37.441,38.212,8.327,1.245,7.2
1696.5,37.649,38.749,8.178,0.11,14.4
1696.7,37.649,38.749,8.875,1.544,21.6
1696.9,38.067,38.749,8.606,1.634,28.8
1697.2,37.649,38.749,8.158,1.275,36
1697.3,38.384,38.749,8.178,1.295,43.2
1697.4,37.649,38.319,8.666,1.474,43.2
1697.5,37.649,38.749,9.084,1.723,43.2
1697.6,37.544,40.63,8.158,1.275,43.2
1697.8,37.649,39.623,8.586,0.906,43.2
1698,37.544,38.749,8.188,1.235,36
1698.3,37.544,38.749,8.178,1.245,28.8
1698.5,39.026,38.749,8.178,1.096,21.6
1698.6,37.544,38.749,8.168,1.245,14.4
1698.8,37.649,38.749,8.178,1.245,14.4
1699,37.857,37.367,8.208,1.185,21.6
1699.2,37.649,38.749,8.278,1.325,14.4
1699.5,37.649,36.538,8.746,1.584,21.6
1703.8,37.544,38.749,8.208,1.285,28.8
1704,37.544,38.749,8.158,1.275,0
1704.3,37.544,38.749,8.407,1.424,7.2
1704.5,37.544,38.749,8.845,1.673,14.4
1704.7,37.544,39.513,8.297,0.498,21.6
1704.9,37.028,38.749,8.178,0.518,28.8
1705.1,37.544,38.749,8.756,1.414,36
1705.4,37.544,38.749,8.168,1.275,43.2
1705.6,37.441,37.682,8.178,1.126,50.4
1705.8,37.544,38.749,8.168,1.195,57.6
1705.9,37.544,38.749,8.417,0.388,64.8
1706,37.544,38.749,8.546,0.05,64.8
1706.1,37.649,37.262,8.168,1.275,64.8
1706.2,37.544,38.749,8.208,1.325,64.8
1706.4,37.544,37.576,8.208,0.478,64.8
1706.4,38.597,38.749,8.756,1.424,64.8
1706.6,37.544,38.749,8.337,0.588,64.8
1706.6,37.544,38.749,9.164,1.962,64.8
1706.8,37.544,38.749,8.546,1.484,64.8
1706.9,38.278,38.749,8.198,1.295,64.8
1706.9,37.544,38.857,8.965,1.683,64.8
1707,37.544,38.749,8.407,0.877,64.8
1707.3,37.544,38.319,8.347,0.518,64.8
1707.5,37.544,38.749,8.546,1.594,57.6
1707.7,37.544,38.749,8.188,1.245,50.4
1707.9,37.544,38.749,8.188,1.245,43.2
1708.2,37.544,38.749,8.158,0.209,50.4
1708.3,37.544,38.749,8.168,1.275,57.6
1708.5,37.544,38.857,8.178,1.265,57.6
1708.7,37.649,38.857,8.278,0.787,64.8
1708.8,36.214,38.857,8.706,1.743,72
1708.9,37.544,38.857,8.377,0.239,72
1709,37.544,38.857,8.337,0.568,72
1709.1,37.649,38.857,8.377,0.458,72
1709.2,37.544,38.857,8.696,1.474,72
1709.3,37.544,38.857,8.188,0.09,72
1709.4,38.491,38.857,8.168,1.275,72
1709.5,38.491,38.857,8.188,0.478,72
1709.6,37.028,38.857,8.307,1.375,72
1709.7,37.649,36.538,8.178,1.265,72
1709.8,37.649,38.966,8.965,1.773,72
1709.9,37.649,38.966,8.158,1.275,72
1710,37.649,38.966,8.467,0.428,72
1710.1,36.518,38.966,8.268,0.757,72
1710.2,37.649,38.749,8.178,0.926,72
1710.3,37.649,38.966,8.646,1.524,72
1710.4,37.649,38.966,8.158,1.265,72
1710.5,37.649,38.966,8.437,1.424,72
1710.6,36.518,38.966,8.198,0.349,72
1710.7,37.649,38.857,8.327,1.116,72
1710.8,37.649,38.966,8.397,0.568,72
1710.9,37.649,38.966,8.168,1.285,72
1711,38.491,38.966,8.407,1.404,72
1711.1,37.649,38.966,8.278,0.777,72
1711.2,37.649,37.999,8.307,0.926,72
1711.3,37.649,38.966,8.666,1.564,72
1711.4,37.649,38.966,8.158,1.265,72
1711.5,38.811,38.966,8.427,0.438,72
1711.6,37.649,38.966,8.188,0.747,72
1711.7,38.173,39.075,8.457,1.464,72
1711.9,37.649,39.075,8.377,0.249,72
1712,37.649,38.966,8.278,1.335,64.8
1712.1,37.649,38.749,8.178,1.255,64.8
1712.2,37.649,40.858,8.178,1.245,64.8
1712.3,37.649,38.966,8.188,1.245,64.8
1712.5,37.649,38.966,8.178,1.255,64.8
1712.7,37.649,38.966,8.287,1.325,57.6
1712.8,37.649,39.956,8.178,1.414,57.6
1712.9,37.649,38.641,8.178,1.245,57.6
1713,37.649,38.966,8.178,1.245,57.6
1713.1,37.649,38.966,8.188,1.245,57.6
1713.2,37.544,38.966,8.178,1.295,57.6
1713.3,37.649,38.966,8.178,1.106,57.6
1713.4,37.649,39.075,8.168,1.245,57.6
1713.5,37.649,38.966,8.178,1.245,57.6
1713.6,37.649,38.966,8.178,1.235,57.6
1713.7,37.649,38.857,8.168,1.155,57.6
1713.8,37.649,38.966,9.244,1.066,57.6
1713.9,37.649,38.966,8.337,1.395,57.6
1714,37.753,38.966,8.178,1.255,57.6
1714.1,37.753,38.966,8.168,1.255,57.6
1714.2,37.753,38.966,8.955,1.434,57.6
1714.3,37.753,40.63,8.178,1.245,57.6
1714.4,37.753,38.966,8.168,1.235,57.6
1714.5,37.753,38.966,8.178,1.245,57.6
1714.6,36.518,38.966,8.168,1.215,57.6
1714.7,37.753,38.966,8.168,1.235,57.6
1714.8,37.753,38.966,8.178,1.255,57.6
1714.9,36.416,38.966,8.168,1.225,57.6
1715,37.753,38.966,8.178,1.245,57.6
1715.2,37.753,38.966,8.178,1.245,57.6
1715.2,37.753,38.857,8.686,1.365,57.6
1715.5,37.753,39.184,8.238,1.235,57.6
1715.6,37.753,38.966,8.387,1.325,64.8
1715.7,37.753,38.426,8.278,0.657,64.8
1715.8,37.753,39.075,8.178,1.275,64.8
1716,37.753,38.966,8.188,0.04,64.8
1716.1,37.337,38.966,8.178,1.106,57.6
1716.2,37.753,38.857,8.178,1.255,57.6
1716.4,37.753,38.857,8.019,1.076,57.6
1716.6,37.753,38.966,8.178,1.245,50.4
1716.9,39.242,38.857,8.168,1.165,43.2
1717.1,37.753,38.966,8.158,1.275,50.4
1717.3,37.753,39.956,8.178,1.255,43.2
1717.5,37.753,38.966,8.188,1.255,36
1717.6,37.753,39.075,8.178,1.245,28.8
1717.9,37.753,38.966,8.178,1.245,28.8
1718.1,37.753,38.966,8.178,1.245,21.6
1718.3,37.753,38.966,8.168,1.255,14.4
1718.5,37.753,38.966,8.178,1.245,7.2
1718.8,37.753,40.744,8.178,1.245,0
1719,37.753,38.966,8.178,1.245,-7.2
1719.1,37.753,38.857,8.168,1.096,-14.4
1719.3,38.067,38.966,8.188,1.175,-14.4
1719.5,37.753,38.966,8.168,1.245,-21.6
1719.8,36.721,38.966,8.168,1.245,-28.8
1719.9,37.753,38.857,8.178,1.255,-36
1720,37.753,38.857,8.865,0.259,-36
1720.1,37.753,38.857,8.208,1.255,-36
1720.2,37.753,38.857,8.975,0.468,-36
1720.4,37.544,38.857,8.188,1.255,-36
1720.6,39.459,37.471,8.736,1.504,-43.2
1720.8,37.857,38.857,8.278,1.245,-36
1721,37.857,40.18,8.407,1.454,-36
1721.2,37.857,38.857,8.327,0.538,-28.8
1721.3,37.857,38.857,8.188,1.245,-36
1721.4,37.857,38.857,8.168,1.245,-36
1721.6,37.857,38.857,8.188,1.255,-36
1721.9,37.857,38.319,8.736,1.494,-28.8
1722.1,37.857,38.857,8.726,1.584,-21.6
1722.3,37.441,38.857,8.596,0.319,-14.4
1722.4,37.857,38.319,8.327,0.568,-7.2
1722.6,37.857,38.857,8.387,0.398,-7.2
1722.9,37.857,38.857,8.158,1.275,0
1723.1,37.857,38.857,8.188,1.245,-7.2
1723.3,37.857,38.749,8.188,1.175,-14.4
1723.4,37.857,38.857,8.188,1.245,-21.6
1723.6,37.857,37.471,8.178,1.235,-21.6
1723.9,37.857,38.966,8.188,1.245,-28.8
1724.1,37.857,38.966,8.586,1.634,-36
1724.2,37.857,38.966,8.178,1.175,-43.2
1724.3,37.857,39.956,8.168,1.245,-43.2
1724.4,37.753,38.966,8.278,1.335,-43.2
1724.6,37.857,38.966,8.278,1.325,-43.2
1724.9,37.857,38.966,8.178,1.245,-50.4
1725.1,37.857,38.966,8.556,0.05,-43.2
1725.3,37.337,38.966,8.278,0.329,-36
1725.5,37.857,40.068,8.168,0.319,-28.8
1725.8,37.857,38.966,8.357,1.404,-21.6
1726,37.649,38.966,8.287,1.335,-14.4
1726.2,37.857,38.966,8.287,1.076,-7.2
1726.4,37.962,38.966,8.447,0.339,0
1726.6,37.857,38.966,8.188,1.245,-7.2
1726.9,36.518,38.966,8.268,0.767,0
1727.1,37.649,39.513,8.158,1.126,7.2
1727.3,37.857,38.749,8.287,1.275,14.4
1727.5,37.857,38.966,8.188,1.245,7.2
1727.6,37.857,38.966,8.188,1.245,0
1727.7,37.857,38.966,8.178,1.245,0
1727.9,37.649,38.105,8.188,1.305,0
1728.1,37.857,38.966,8.188,1.245,0
1728.3,37.857,38.966,9.184,1.893,7.2
1728.5,37.857,40.744,8.178,1.255,0
1728.6,37.857,40.068,8.158,1.275,7.2
1728.7,37.857,38.966,8.317,0.896,7.2
1728.9,38.067,37.367,8.148,0.309,7.2
1729.1,37.753,38.966,8.178,1.215,0
1729.4,37.857,38.966,7.899,0.946,-7.2
1729.6,37.753,39.734,8.546,0.03,0
1729.8,37.857,38.966,8.407,1.454,-7.2
1730,37.857,38.966,8.367,0.488,0
1730.2,38.597,38.966,8.158,1.275,7.2
1730.2,37.857,39.293,8.297,1.295,7.2
1730.3,37.857,38.966,8.158,1.275,7.2
1730.4,37.857,38.966,8.208,1.295,7.2
1730.6,37.753,38.966,8.407,0.11,7.2
1730.9,37.857,38.966,8.168,1.285,14.4
1731.1,37.857,38.966,8.367,1.395,21.6
1731.3,38.597,38.966,8.566,0.12,28.8
1731.4,37.131,38.966,8.198,0.149,36
1731.5,37.857,38.966,8.497,0.329,36
1731.6,36.925,40.068,8.168,1.275,36
1731.9,37.857,39.293,8.218,1.295,36
1732.1,37.753,38.966,8.268,0.817,43.2
1732.2,37.857,38.966,9.214,1.873,50.4
1732.3,38.173,38.966,8.168,1.275,50.4
1732.4,37.857,38.966,8.417,0.528,50.4
1732.5,39.026,38.966,8.815,1.385,50.4
1732.6,38.597,38.966,8.596,1.205,50.4
1732.7,37.857,38.966,8.168,1.275,50.4
1732.8,37.857,38.966,8.477,1.454,50.4
1732.9,37.857,38.966,8.347,0.269,50.4
1733,38.067,38.105,8.168,1.265,50.4
1733.1,37.857,38.966,8.437,0.329,50.4
1733.2,37.857,38.966,8.228,0.896,50.4
1733.3,37.857,38.966,8.546,0.03,50.4
1733.4,37.857,38.966,8.168,1.275,50.4
1733.5,37.962,38.966,8.955,1.683,50.4
1733.6,37.857,38.966,8.108,0.767,50.4
1733.7,37.962,38.966,8.278,0.667,50.4
1734,37.962,38.966,8.696,0.976,50.4
1734.2,37.962,38.966,8.297,1.345,43.2
1734.4,37.857,38.966,8.198,1.255,36
1734.6,37.857,38.966,8.397,0.169,43.2
1734.9,37.649,38.966,8.347,0.329,50.4
1735,37.857,38.966,8.367,0.568,57.6
1735.2,37.962,38.966,8.387,0.518,57.6
1735.4,37.857,38.966,8.646,1.554,64.8
1735.5,37.962,38.966,8.188,1.275,72
1735.6,37.962,38.966,8.178,0.339,72
1735.7,37.962,38.966,8.158,1.265,72
1735.8,37.962,38.966,9.403,2.062,72
1735.9,37.962,38.966,9.094,1.753,72
1736.1,37.962,38.966,9.244,1.883,72
1736.1,37.962,38.966,8.258,1.335,72
1736.3,38.704,38.966,8.198,1.275,72
1736.3,37.962,38.966,9.204,1.843,72
1736.4,37.962,38.966,8.158,0.568,72
1736.5,37.962,40.068,8.566,0.209,72
1736.7,37.962,38.966,8.766,1.594,72
1736.8,37.962,38.966,8.357,0.598,72
1736.9,38.491,39.075,8.168,1.275,72
1737,37.753,38.212,8.208,1.195,72
1737.1,37.962,38.966,8.397,0.418,72
1737.2,37.234,38.966,8.278,0.737,72
1737.4,37.962,39.075,8.626,1.644,72
1737.5,37.962,38.966,8.437,0.299,79.2
1737.7,37.962,40.068,8.327,0.359,79.2
1737.8,37.962,38.966,8.297,0.996,86.4
1738,37.962,37.893,8.168,1.275,86.4
1738.2,37.962,38.966,8.188,0.837,86.4
1738.4,37.962,39.075,8.198,1.245,79.2
1738.6,37.962,37.471,8.188,1.245,72
1738.7,37.962,39.075,8.198,1.245,64.8
1738.8,36.619,39.075,8.178,1.245,64.8
1738.9,37.962,39.075,8.178,1.106,64.8
1739.1,37.962,39.075,8.178,1.245,64.8
1739.2,37.962,39.075,8.347,1.395,57.6
1739.4,37.962,39.075,8.188,1.245,57.6
1740.1,37.962,38.212,8.756,1.594,64.8
1744.5,37.962,39.075,8.397,1.414,0
1744.7,38.704,38.857,9.433,2.012,0
1744.9,37.857,37.893,8.307,1.066,7.2
1745.1,37.857,38.966,8.397,1.404,14.4
1745.1,37.337,38.966,8.586,0.02,14.4
1745.2,37.857,39.075,8.178,0.319,14.4
1745.3,37.857,38.966,9.164,1.922,14.4
1745.5,37.857,38.966,8.168,1.275,14.4
1745.6,37.857,38.749,8.178,1.165,14.4
1745.7,37.857,38.966,8.347,1.375,14.4
1745.8,37.857,38.966,8.397,1.345,14.4
1745.9,38.491,38.966,8.616,1.534,14.4
1746,37.857,38.966,8.387,0.468,14.4
1746.1,37.857,38.966,9.144,1.853,14.4
1746.2,37.441,38.966,8.158,1.265,14.4
1746.3,37.857,38.966,8.327,1.375,14.4
1746.4,37.857,38.966,9.194,1.952,14.4
1746.6,37.857,38.966,8.377,0.379,14.4
1746.7,37.857,39.075,8.158,1.265,21.6
1746.9,37.857,39.075,8.307,1.285,21.6
1747,37.857,39.075,9.114,1.883,28.8
1747.1,37.857,39.075,8.297,0.827,28.8
1747.3,37.234,40.18,8.168,1.275,28.8
1747.4,37.857,39.075,8.417,0.329,28.8
1747.5,37.857,39.075,8.347,0.717,28.8
1747.6,37.857,39.075,8.676,1.564,28.8
1747.7,38.811,39.075,8.168,1.275,28.8
1747.8,37.857,39.845,8.198,0.677,28.8
1747.9,37.857,40.068,8.606,1.096,28.8
1748.1,37.857,39.075,8.168,1.275,28.8
1748.2,39.459,38.319,8.188,1.255,21.6
1748.4,37.962,39.075,8.198,1.245,21.6
1748.7,37.857,39.956,8.188,1.305,14.4
1748.9,37.857,39.184,8.497,0.428,21.6
1749,37.857,39.075,8.198,1.255,14.4
1749.2,37.857,39.075,8.178,1.255,14.4
1749.3,37.857,39.075,8.347,0.508,21.6
1749.4,38.811,38.319,8.287,0.717,21.6
1749.6,37.857,39.075,8.985,1.753,21.6
1749.7,37.857,38.426,8.158,1.155,28.8
1749.8,38.597,39.184,8.945,1.763,28.8
1749.9,37.649,39.184,8.198,1.265,28.8
1750.1,37.857,39.184,8.357,0.239,28.8
1750.1,37.962,39.184,8.158,1.265,28.8
1750.2,37.857,39.184,8.357,0.508,28.8
1750.4,37.857,39.184,8.417,0.299,28.8
1750.6,37.337,39.184,8.367,0.906,28.8
1750.8,37.962,39.184,8.168,1.275,36
1750.9,37.753,39.184,8.188,1.225,28.8
1751,37.857,39.184,8.188,1.245,28.8
1751.1,37.962,39.184,8.527,1.564,28.8
1751.3,37.857,39.956,8.178,1.255,28.8
1751.6,37.962,39.184,9.154,1.942,36
1751.7,37.753,39.184,8.188,1.225,28.8
1751.8,37.857,39.184,8.188,1.245,28.8
1751.9,37.962,39.184,8.527,1.574,28.8
1752,37.857,40.972,8.188,1.245,28.8
1752.1,37.857,39.184,8.198,1.245,28.8
1752.3,38.067,39.184,8.188,1.175,28.8
1752.5,37.962,39.184,8.457,0.259,36
1752.6,37.962,37.367,8.178,1.245,28.8
1752.7,37.962,39.184,8.198,1.255,28.8
1752.9,37.962,40.292,8.626,0.01,28.8
1753.1,37.962,39.184,8.178,1.215,28.8
1753.2,39.351,39.184,8.178,1.245,21.6
1753.3,37.753,39.184,8.178,1.215,21.6
1753.4,37.962,40.972,8.188,1.255,21.6
1753.5,37.962,39.184,8.188,1.245,21.6
1753.6,37.753,39.184,8.178,1.245,21.6
1753.7,37.962,39.184,8.188,1.255,21.6
1753.8,37.962,39.184,8.188,1.245,21.6
1753.9,39.459,37.682,8.178,1.255,21.6
1754,37.962,39.184,8.198,1.255,21.6
1754.1,37.962,39.184,8.278,1.335,21.6
1754.2,37.337,39.184,8.178,1.295,21.6
1754.3,37.962,39.184,8.188,1.265,21.6
1754.5,37.962,39.184,8.188,1.245,21.6
1754.8,37.962,37.999,8.287,1.165,28.8
1755,37.962,39.184,8.347,1.395,21.6
1755.2,37.962,39.184,8.178,1.106,14.4
1755.3,37.857,39.184,8.158,1.275,21.6
1755.4,37.962,39.184,8.178,1.265,21.6
1755.6,37.962,39.293,8.278,0.787,21.6
1755.7,37.962,39.184,8.188,1.265,28.8
1755.8,37.753,38.641,8.158,1.275,28.8
1756.1,37.962,39.184,8.357,0.369,28.8
1756.2,36.619,39.184,8.198,1.235,21.6
1756.3,37.962,39.184,8.188,1.175,21.6
1756.5,37.962,39.184,8.178,1.255,21.6
1756.7,37.962,39.184,8.238,1.315,28.8
1756.9,37.962,39.184,8.367,0.388,36
1757.2,37.962,39.184,8.188,1.305,28.8
1757.4,39.026,39.184,8.297,0.896,36
1757.6,37.962,39.184,8.188,1.136,28.8
1757.8,37.962,39.184,8.377,0.349,36
1758.1,36.925,39.184,8.188,1.175,28.8
1758.3,38.067,39.184,8.168,1.275,36
1758.4,37.962,40.972,8.188,1.245,28.8
1758.6,37.962,39.184,8.198,1.245,28.8
1758.7,37.962,38.533,8.576,1.404,36
1758.9,37.962,39.184,9.214,1.992,36
1759.1,36.619,39.184,8.178,1.245,28.8
1759.1,37.962,39.513,8.855,1.554,28.8
1759.3,37.962,39.184,9.074,0.757,28.8
1759.4,38.067,39.075,8.178,1.175,28.8
1759.5,38.067,39.184,8.188,1.245,28.8
1759.6,38.173,39.184,8.178,1.295,28.8
1759.7,37.962,39.184,8.178,1.245,28.8
1759.8,37.962,39.184,8.168,1.245,28.8
1759.9,37.962,36.538,8.178,1.245,28.8
1760,37.962,39.184,8.188,1.245,28.8
1760.2,37.962,36.538,9.483,1.444,28.8
1760.3,38.173,39.075,9.234,0.08,21.6
1760.4,37.962,38.857,8.188,1.116,21.6
1760.5,37.962,39.184,8.188,1.245,21.6
1760.6,37.962,39.184,9.015,0.139,21.6
1760.8,37.962,39.293,8.487,1.404,21.6
1760.9,37.962,38.105,8.377,0.568,28.8
1761.1,37.962,39.293,8.387,0.309,28.8
1761.2,39.134,39.184,8.278,0.827,28.8
1761.4,37.962,39.293,8.686,1.564,28.8
1761.6,38.067,39.184,8.417,1.016,36
1761.8,37.962,39.184,8.188,1.245,28.8
1762.1,37.962,37.682,8.188,1.225,21.6
1762.3,38.067,39.184,8.527,0.239,28.8
1762.5,37.962,39.293,8.716,1.584,36
1762.7,36.416,39.184,8.178,1.245,28.8
1762.9,37.962,39.184,8.198,1.265,21.6
1763.2,37.962,38.966,8.307,1.116,28.8
1763.4,37.962,39.293,8.367,0.229,36
1763.6,37.962,39.293,8.188,1.245,28.8
1763.8,37.962,39.184,8.188,1.175,21.6
1764,38.067,39.293,8.407,0.867,28.8
1764.3,37.962,39.293,8.158,1.275,36
1764.5,36.823,38.966,8.307,1.375,43.2
1764.7,38.067,39.293,8.447,1.424,50.4
1764.9,37.962,39.293,8.766,1.594,57.6
1765.2,37.962,39.293,8.566,1.604,50.4
1765.4,37.962,39.293,8.188,1.245,43.2
1765.6,37.962,39.293,8.178,1.245,36
1765.8,37.962,39.293,8.168,1.245,28.8
1766,37.962,39.293,8.198,1.265,21.6
1766.2,37.962,39.293,8.198,1.235,21.6
1766.4,37.962,39.293,8.188,1.245,14.4
1766.6,37.962,39.293,8.337,0.578,21.6
1766.8,37.753,39.293,8.546,0.12,28.8
1767.1,38.067,39.293,8.168,1.275,36
1767.3,38.067,39.184,8.178,1.285,43.2
1767.5,39.351,39.293,8.228,1.295,50.4
1767.7,38.067,37.682,8.188,1.245,43.2
1768,37.962,39.293,8.447,1.494,36
1768.1,37.962,39.184,8.188,1.175,28.8
1768.2,37.962,39.293,8.178,1.255,28.8
1768.3,37.962,39.293,8.178,1.215,28.8
1768.4,37.962,39.293,8.178,1.245,28.8
1768.5,37.962,39.293,8.347,1.395,28.8
1768.6,38.067,39.293,8.367,1.365,28.8
1768.7,38.067,39.293,8.955,0.827,28.8
1768.8,38.067,39.293,8.178,1.215,28.8
1768.9,38.067,41.087,8.178,1.245,28.8
1769,37.962,39.293,9.094,0.359,28.8
1769.1,38.067,39.403,8.188,1.255,28.8
1769.2,38.067,39.293,8.696,1.743,28.8
1769.3,38.067,39.184,8.178,1.245,28.8
1769.4,38.067,39.293,8.188,1.245,28.8
1769.5,38.067,36.538,8.188,1.245,28.8
1769.6,38.067,39.293,8.178,1.245,28.8
1769.7,38.067,39.293,8.188,1.245,28.8
1769.8,38.067,39.293,8.198,1.235,28.8
1769.9,38.067,39.293,8.188,1.245,28.8
1770,36.721,39.293,8.178,1.255,28.8
1770.1,38.067,39.293,8.188,1.245,28.8
1770.2,38.067,39.293,8.198,1.235,28.8
1770.3,38.067,39.293,8.178,1.245,28.8
1770.5,38.067,39.075,8.417,1.454,28.8
1770.6,38.067,39.293,8.188,1.255,28.8
1770.7,38.067,39.293,8.407,1.444,28.8
1770.8,38.067,39.293,8.188,1.255,28.8
1770.9,37.544,39.293,8.198,1.235,28.8
1771,38.067,39.293,8.188,1.245,28.8
1771.1,39.788,39.293,8.188,1.255,28.8
1771.2,38.067,39.184,8.178,1.106,28.8
1771.3,38.067,39.293,8.337,1.385,28.8
1771.4,38.067,39.293,8.178,1.245,28.8
1771.5,38.067,39.293,9.383,0.219,28.8
1771.6,38.067,39.293,8.188,1.185,28.8
1771.7,38.067,39.293,8.188,1.245,28.8
1771.8,37.962,39.293,8.178,1.245,28.8
1771.9,38.067,39.293,8.188,1.255,28.8
1772,38.067,39.293,8.546,1.594,28.8
1772.1,38.067,39.293,8.178,1.245,28.8
1772.2,38.704,39.403,8.198,1.255,28.8
1772.3,38.067,39.293,8.178,1.245,28.8
1772.4,38.067,39.293,8.198,1.245,28.8
1772.5,38.067,39.293,8.178,1.255,28.8
1772.6,38.067,39.293,8.546,1.594,28.8
1772.7,38.067,41.201,8.188,1.245,28.8
1772.8,38.067,39.403,8.188,1.116,28.8
1772.9,38.173,39.403,8.287,1.325,28.8
1773,38.067,39.075,8.188,1.185,28.8
1773.1,38.067,39.403,8.188,1.245,28.8
1773.3,38.067,39.184,8.178,1.255,28.8
1773.4,38.067,39.403,8.188,1.245,28.8
1773.5,38.067,40.744,8.178,1.175,28.8
1773.6,38.067,39.403,8.527,1.574,28.8
1773.7,38.173,39.403,8.198,1.245,28.8
1773.8,38.067,39.403,8.178,1.146,28.8
1773.9,38.067,39.403,8.188,1.245,28.8
1774,38.067,39.075,9.224,0.07,28.8
1774.1,38.067,39.403,8.188,1.245,28.8
1774.2,38.067,39.513,9.304,1.275,28.8
1774.3,37.234,40.068,8.188,1.215,28.8
1774.4,38.067,39.513,8.188,1.245,28.8
1774.5,37.962,39.403,8.666,0.857,28.8
1774.6,38.173,39.403,8.208,1.255,28.8
1774.7,38.067,39.184,8.178,1.255,28.8
1774.8,38.067,39.403,8.188,1.235,28.8
1774.9,38.067,41.201,8.188,1.245,28.8
1775,37.753,39.403,8.188,1.185,28.8
1775.1,38.173,39.403,8.208,1.245,28.8
1775.2,38.067,39.184,8.188,1.116,28.8
1775.3,38.067,39.403,8.198,1.245,28.8
1775.4,38.067,37.787,8.178,1.255,28.8
1775.5,38.067,39.403,8.188,1.245,28.8
1775.6,38.067,39.403,8.188,1.255,28.8
1775.7,38.173,39.403,8.198,1.255,28.8
1775.8,38.067,39.403,8.188,1.245,28.8
1775.9,38.067,41.087,8.178,1.106,28.8
1776,38.067,39.403,8.208,1.255,28.8
1776.1,38.067,37.787,8.178,1.106,28.8
1776.2,38.067,39.403,8.278,1.305,28.8
1776.3,38.067,39.403,8.208,1.245,28.8
1776.5,38.173,40.068,8.208,1.265,28.8
1776.6,38.067,39.403,8.178,1.165,28.8
1776.7,38.067,39.403,8.576,1.624,28.8
1776.8,38.173,39.956,8.178,1.165,28.8
1776.9,38.173,39.403,8.188,1.245,28.8
1777,38.278,39.403,8.178,1.245,28.8
1777.1,38.173,39.403,8.198,1.235,28.8
1777.2,38.173,39.403,8.178,1.255,28.8
1777.3,38.173,38.426,8.387,1.365,28.8
1777.4,38.173,39.403,8.188,1.305,28.8
1777.5,38.173,39.403,8.168,1.245,28.8
1777.6,38.173,39.403,8.188,1.245,28.8
1777.7,38.173,38.319,8.178,1.245,28.8
1777.8,38.173,39.403,8.188,1.305,28.8
1777.9,38.173,39.403,8.586,1.654,28.8
1778,38.173,39.513,9.114,1.773,28.8
1778.1,38.173,39.403,8.198,1.255,28.8
1778.2,38.173,39.403,8.178,1.255,28.8
1778.3,38.173,41.317,8.188,1.255,28.8
